1.03	0.22	1.36	1.16	0.72	0.98	9.50	0.14	0.75
1.12	0.11	1.56	1.27	0.91	0.85	11.00	0.16	0.75
2.06	0.81	2.33	1.85	1.42	0.85	11.00	0.16	0.75
1.13	0.23	1.17	0.96	0.66	0.57	9.30	0.14	0.75
0.85	0.07	1.00	0.79	0.61	0.48	7.40	0.14	0.75
2.00	0.98	1.48	1.15	0.92	2.20	7.90	0.16	0.75
2.63	1.50	1.73	1.30	1.15	2.48	12.10	0.12	0.75
2.68	1.47	1.72	1.15	1.27	2.63	11.60	0.12	0.75
2.49	1.10	2.09	1.29	1.65	2.04	13.80	0.13	0.75
2.80	0.98	2.41	1.54	1.85	1.89	14.60	0.12	0.75
2.80	0.87	2.46	1.56	1.90	1.96	14.40	0.12	0.75
2.18	0.72	2.10	1.15	1.76	1.80	15.30	0.12	0.75
3.18	1.08	2.85	1.61	2.35	2.26	16.20	0.12	0.75
3.02	1.07	3.04	2.11	2.19	2.21	15.10	0.12	0.75
3.06	0.14	2.93	2.09	2.05	2.27	16.50	0.12	0.75
3.21	1.18	2.83	1.94	2.06	2.34	16.30	0.12	0.75
2.31	0.83	2.02	1.11	1.69	1.78	16.00	0.12	0.75
1.92	0.69	1.87	0.93	1.62	1.73	14.60	0.12	0.75
2.15	0.90	1.75	1.30	1.17	1.57	13.80	0.12	0.75
2.19	0.88	1.91	1.47	1.23	2.67	14.80	0.12	0.75
1.58	0.57	1.64	1.26	1.05	1.45	14.40	0.12	0.75
1.85	0.86	1.43	1.12	0.89	1.15	12.50	0.11	0.75
1.42	0.66	1.17	0.96	0.66	0.77	12.50	0.11	0.75
1.04	0.50	0.75	0.62	0.42	0.72	11.80	0.11	0.75
1.29	0.62	0.90	0.77	0.48	0.73	11.10	0.11	0.75
1.39	0.82	0.70	0.45	0.55	1.51	6.30	0.12	0.75
1.12	0.63	0.68	0.57	0.37	0.72	12.30	0.11	0.75
1.25	0.58	0.82	0.67	0.48	1.07	6.80	0.11	0.75
1.19	0.56	0.81	0.63	0.51	1.07	6.80	0.11	0.75
1.32	0.67	1.07	0.80	0.71	1.05	8.70	0.11	0.75
1.31	0.58	1.00	0.77	0.64	1.19	8.10	0.11	0.75
1.58	0.93	0.88	0.54	0.69	1.69	9.50	0.09	0.75
1.49	0.96	0.69	0.50	0.48	1.69	9.50	0.09	0.75
1.82	0.72	1.62	1.14	1.14	3.26	8.20	0.12	0.75
2.92	1.32	2.49	1.22	2.17	4.08	13.80	0.12	0.75
2.95	1.42	2.56	1.54	2.05	3.72	13.30	0.12	0.75

