0.90	0.14	1.05	0.88	0.56	0.60	12.19	0.07	0.36
0.85	0.11	1.00	0.83	0.57	0.52	12.19	0.06	0.36
0.77	0.11	0.85	0.69	0.49	0.60	12.19	0.06	0.36
1.06	0.41	1.13	1.03	0.46	0.61	12.19	0.08	0.36
1.09	0.37	1.19	1.08	0.51	0.59	12.19	0.08	0.36
1.15	0.38	1.25	1.12	0.55	0.63	12.23	0.08	0.36
0.42	0.11	0.65	0.51	0.40	0.53	11.64	0.05	0.36
1.04	0.20	1.01	0.76	0.67	0.84	9.48	0.05	0.36
1.02	0.20	1.00	0.73	0.69	0.87	10.30	0.05	0.36
0.86	0.17	1.00	0.73	0.69	0.89	10.22	0.05	0.36
0.97	0.30	0.92	0.67	0.64	0.88	11.13	0.06	0.36
1.01	0.29	0.94	0.60	0.73	0.86	11.13	0.05	0.36
0.93	0.28	1.03	0.66	0.79	0.83	10.87	0.05	0.36
0.85	0.14	0.77	0.42	0.64	0.81	11.02	0.05	0.36
0.55	0.14	0.65	0.37	0.54	0.87	10.57	0.04	0.36
0.69	0.16	0.74	0.39	0.63	0.85	10.97	0.04	0.36
0.66	0.23	0.76	0.33	0.68	0.84	10.05	0.04	0.36
0.62	0.21	0.79	0.34	0.71	0.93	10.38	0.03	0.36
0.64	0.21	0.74	0.36	0.64	0.96	11.13	0.04	0.36
1.14	0.48	1.19	0.80	0.88	1.25	10.64	0.07	0.36
1.17	0.51	1.26	0.80	0.97	1.33	10.24	0.07	0.36
1.26	0.51	1.31	0.87	0.98	1.39	11.14	0.07	0.36
1.05	0.42	1.21	0.90	0.82	1.39	9.62	0.07	0.36
1.15	0.42	1.34	0.83	1.05	1.32	10.67	0.07	0.36
1.16	0.43	1.25	0.86	0.90	1.38	9.91	0.07	0.36
1.08	0.31	1.21	0.70	0.99	1.39	9.76	0.06	0.36
1.04	0.26	1.10	0.65	0.88	1.32	9.32	0.06	0.36
0.92	0.24	0.94	0.54	0.78	1.27	9.97	0.05	0.36
0.90	0.24	0.77	0.44	0.63	1.31	10.79	0.05	0.36
1.02	0.28	0.80	0.42	0.69	1.29	10.54	0.05	0.36
0.88	0.26	0.76	0.46	0.60	1.22	9.48	0.05	0.36
1.29	0.55	1.20	0.84	0.86	1.34	10.14	0.08	0.36
1.37	0.63	1.33	0.87	1.01	1.23	9.50	0.08	0.36
1.47	0.56	1.46	0.90	1.15	1.32	9.31	0.08	0.36
1.39	0.43	1.49	1.15	0.94	1.32	8.10	0.08	0.36
1.27	0.39	1.34	1.01	0.88	1.30	9.20	0.07	0.36
1.18	0.38	1.22	0.93	0.79	1.47	10.01	0.07	0.36
1.21	0.33	1.31	0.79	1.05	2.23	8.00	0.07	0.36
1.01	0.22	1.21	0.69	1.00	2.22	8.36	0.07	0.36
0.99	0.23	1.16	0.79	0.85	2.10	7.73	0.07	0.36
1.44	0.43	1.34	0.94	0.96	2.01	7.84	0.08	0.36
1.43	0.45	1.61	1.18	1.10	1.99	8.30	0.09	0.36
1.65	0.43	1.82	1.40	1.17	2.10	8.08	0.10	0.36
1.47	0.55	1.69	1.29	1.09	1.96	9.31	0.11	0.36
1.89	0.65	2.14	1.39	1.63	1.80	8.71	0.11	0.36
1.62	0.57	1.95	1.43	1.32	1.84	7.58	0.12	0.36
1.67	0.63	1.80	1.37	1.17	1.79	7.76	0.11	0.36
1.72	0.66	1.72	1.29	1.14	1.73	8.17	0.11	0.36
1.83	0.67	1.78	1.28	1.25	1.62	8.33	0.10	0.36
1.60	0.69	1.68	1.32	1.05	1.75	9.48	0.12	0.36
1.57	0.67	1.67	1.34	0.99	1.89	8.86	0.12	0.36
1.48	0.62	1.73	1.33	1.10	1.77	9.07	0.12	0.36
1.46	0.37	1.61	1.22	1.06	1.46	8.14	0.08	0.36
1.60	0.36	1.61	1.23	1.04	1.45	8.68	0.08	0.36
1.54	0.40	1.71	1.21	1.22	1.49	7.74	0.09	0.36
1.98	0.66	2.44	2.13	1.19	1.51	8.26	0.12	0.36
2.37	0.83	2.85	2.27	1.72	1.84	14.79	0.13	0.36
2.49	0.80	2.84	2.33	1.63	2.00	14.78	0.12	0.36
2.42	0.91	2.68	2.35	1.30	2.41	11.64	0.11	0.36
2.26	0.87	2.42	2.00	1.38	2.46	11.13	0.11	0.36
2.17	0.85	2.25	1.83	1.32	2.47	11.64	0.11	0.36
2.24	0.91	2.46	2.13	1.25	2.32	11.13	0.12	0.36
2.35	0.95	2.74	2.24	1.58	2.49	11.13	0.12	0.36
2.37	1.01	2.80	2.52	1.23	2.17	10.80	0.12	0.36
2.19	0.94	2.92	2.61	1.34	2.23	10.47	0.12	0.36
2.31	0.97	2.97	2.71	1.24	2.06	10.45	0.11	0.36
2.23	0.97	3.00	2.80	1.07	1.98	11.31	0.11	0.36
2.22	0.96	3.03	2.67	1.44	1.69	10.02	0.11	0.36
2.43	0.93	3.25	2.86	1.55	1.86	10.92	0.11	0.36
