1.89	0.47	2.06	1.48	1.44	1.07	17.00	0.10	0.20
2.22	0.52	2.29	1.58	1.67	1.06	17.00	0.10	0.20
2.15	0.57	2.55	1.82	1.80	1.05	17.00	0.11	0.20
2.18	0.53	2.44	1.92	1.52	1.04	17.00	0.11	0.20
2.08	0.55	2.48	1.98	1.49	1.00	17.00	0.12	0.20
1.87	0.44	2.36	1.66	1.68	1.01	17.00	0.11	0.20
2.04	0.38	2.28	1.66	1.56	1.01	17.00	0.10	0.20
1.95	0.28	2.07	1.45	1.50	1.01	17.00	0.10	0.20
1.92	0.23	1.90	1.44	1.23	1.01	17.00	0.09	0.20
1.96	0.59	1.77	1.42	1.07	1.06	17.00	0.10	0.20
2.28	0.68	2.17	1.44	1.64	1.06	17.00	0.10	0.20
2.46	0.68	2.28	1.88	1.29	1.05	17.00	0.10	0.20
2.29	0.71	2.24	1.83	1.31	1.05	17.00	0.11	0.20
2.22	0.71	2.36	2.01	1.24	1.04	17.00	0.11	0.20
2.24	0.71	2.48	1.73	1.78	1.04	17.00	0.11	0.20
2.07	0.68	2.30	1.84	1.39	1.03	17.00	0.12	0.20
2.22	0.65	2.27	1.82	1.37	1.03	17.00	0.12	0.20
1.77	0.47	2.05	1.71	1.14	0.82	15.00	0.10	0.20
1.77	0.44	1.90	1.66	0.93	0.81	15.00	0.10	0.20
2.15	0.71	2.24	1.99	1.04	0.79	15.00	0.12	0.20
2.11	0.81	2.28	1.92	1.24	0.80	15.00	0.13	0.20
2.08	0.80	2.23	2.02	0.95	0.80	15.00	0.13	0.20
2.13	0.76	2.12	1.83	1.09	0.81	15.00	0.13	0.20
2.14	0.63	1.99	1.71	1.03	0.81	15.00	0.12	0.20
2.04	0.65	2.06	1.73	1.13	0.81	15.00	0.11	0.20
1.69	0.49	1.74	1.50	0.88	0.82	15.00	0.10	0.20
1.54	0.49	1.58	1.37	0.79	0.82	15.00	0.10	0.20
1.57	0.48	1.51	1.30	0.77	0.82	15.00	0.10	0.20
1.31	0.48	1.20	0.98	0.69	0.82	15.00	0.09	0.20
1.15	0.46	0.97	0.75	0.62	0.83	15.00	0.09	0.20
0.92	0.38	0.93	0.72	0.59	0.75	14.97	0.07	0.20
0.97	0.31	0.95	0.68	0.67	0.74	14.87	0.07	0.20
0.84	0.32	0.88	0.67	0.57	0.74	14.70	0.08	0.20
0.90	0.32	0.91	0.74	0.54	0.73	14.60	0.08	0.20
1.11	0.32	0.93	0.77	0.52	0.73	14.50	0.08	0.20
1.20	0.35	1.09	0.91	0.62	0.72	14.40	0.09	0.20
1.18	0.35	1.14	0.94	0.64	0.72	14.33	0.09	0.20
1.34	0.40	1.45	1.26	0.73	0.71	14.13	0.11	0.20
1.57	0.50	1.66	1.45	0.82	0.71	13.97	0.11	0.20
1.53	0.47	1.60	1.41	0.76	0.71	13.87	0.12	0.20
1.49	0.50	1.64	1.45	0.79	0.71	13.70	0.12	0.20
1.49	0.51	1.54	1.36	0.72	0.71	13.60	0.12	0.20
1.45	0.54	1.61	1.38	0.84	0.71	13.50	0.12	0.20
1.66	0.69	1.63	1.45	0.75	0.71	13.30	0.13	0.20
1.69	0.68	1.65	1.44	0.81	0.72	13.10	0.13	0.20
1.52	0.53	1.45	1.25	0.74	0.72	13.00	0.12	0.20
1.47	0.54	1.49	1.31	0.72	0.71	13.00	0.12	0.20
1.55	0.54	1.41	1.18	0.77	0.71	13.00	0.12	0.20
1.37	0.50	1.37	1.09	0.83	0.70	13.00	0.12	0.20
1.50	0.48	1.32	1.12	0.71	0.70	13.00	0.12	0.20
1.31	0.45	1.26	1.06	0.68	0.69	13.00	0.11	0.20
1.23	0.40	1.13	0.87	0.73	0.69	13.00	0.10	0.20
0.99	0.35	1.03	0.90	0.52	0.54	13.00	0.08	0.20
1.03	0.32	1.03	0.86	0.57	0.53	13.00	0.08	0.20
1.04	0.32	1.05	0.88	0.57	0.53	13.00	0.08	0.20
0.96	0.31	0.98	0.84	0.51	0.52	13.00	0.09	0.20
1.03	0.34	1.07	0.92	0.55	0.52	13.00	0.09	0.20
1.10	0.36	1.13	0.95	0.61	0.51	13.00	0.09	0.20
1.08	0.35	0.99	0.78	0.61	0.51	13.00	0.09	0.20

