0.59	0.23	0.68	0.34	0.59	0.64	10.00	0.06	0.20
0.62	0.25	0.64	0.34	0.54	0.66	10.00	0.05	0.20
0.57	0.27	0.57	0.35	0.45	0.67	10.00	0.05	0.20
0.59	0.27	0.54	0.31	0.44	0.69	10.00	0.04	0.20
0.60	0.28	0.54	0.31	0.44	0.69	10.00	0.04	0.20
0.69	0.29	0.56	0.24	0.51	0.71	10.00	0.04	0.20
0.69	0.29	0.55	0.22	0.51	0.71	10.00	0.04	0.20
0.63	0.28	0.51	0.24	0.45	0.73	10.00	0.04	0.20
0.63	0.28	0.50	0.24	0.45	0.73	10.00	0.04	0.20
0.57	0.27	0.45	0.25	0.38	0.75	10.00	0.04	0.20
0.57	0.27	0.45	0.27	0.36	0.75	10.00	0.04	0.20
0.70	0.29	0.55	0.33	0.45	0.76	10.00	0.04	0.20
0.70	0.29	0.55	0.32	0.45	0.76	10.00	0.04	0.20
0.70	0.30	0.57	0.26	0.50	0.78	10.00	0.04	0.20
0.70	0.31	0.57	0.26	0.51	0.78	10.00	0.04	0.20
0.76	0.33	0.60	0.35	0.49	0.80	10.00	0.04	0.20
0.56	0.15	0.62	0.19	0.59	0.84	10.00	0.04	0.20
0.58	0.17	0.72	0.20	0.69	0.84	10.00	0.04	0.20
0.57	0.18	0.68	0.24	0.63	0.84	10.00	0.05	0.20
0.56	0.19	0.65	0.29	0.58	0.83	10.00	0.05	0.20
0.65	0.24	0.56	0.19	0.52	0.83	10.00	0.04	0.20
0.70	0.25	0.56	0.23	0.51	0.83	10.00	0.04	0.20
0.36	0.14	0.34	0.10	0.32	0.82	10.00	0.03	0.20
0.42	0.16	0.42	0.14	0.40	0.81	10.00	0.04	0.20
0.44	0.16	0.52	0.25	0.46	0.78	10.00	0.03	0.20
0.47	0.16	0.47	0.15	0.44	0.78	10.00	0.03	0.20
0.49	0.17	0.41	0.13	0.40	0.78	10.00	0.03	0.20
0.28	0.06	0.36	0.15	0.33	0.56	10.00	0.03	0.20
0.30	0.06	0.33	0.13	0.30	0.55	10.00	0.03	0.20
0.30	0.06	0.37	0.18	0.32	0.55	10.00	0.03	0.20
0.34	0.08	0.45	0.20	0.40	0.55	10.00	0.03	0.20
0.32	0.09	0.40	0.22	0.34	0.55	10.00	0.03	0.20
0.32	0.07	0.44	0.23	0.38	0.55	10.00	0.04	0.20
0.34	0.08	0.46	0.27	0.37	0.55	10.00	0.03	0.20
0.31	0.09	0.40	0.17	0.36	0.54	10.00	0.03	0.20
0.31	0.09	0.41	0.17	0.37	0.54	10.00	0.03	0.20
0.34	0.08	0.37	0.23	0.29	0.54	10.00	0.03	0.20
0.42	0.08	0.49	0.24	0.43	0.54	10.00	0.03	0.20
0.48	0.09	0.50	0.31	0.40	0.54	10.00	0.04	0.20
0.43	0.11	0.56	0.42	0.37	0.54	10.00	0.05	0.20
0.45	0.06	0.48	0.36	0.33	0.54	10.00	0.05	0.20
